image_path,class,split
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape downy mildew/215.jpg,grape downy mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/397.jpg,basil leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape leaf/28.jpg,grape leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn leaf/google_0003.jpg,corn leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean rust/google_0121.jpg,bean rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/lettuce downy mildew/76.jpg,lettuce downy mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry leaf spot/google_0171.jpg,cherry leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn smut/3 - Copy (4).jpg,corn smut,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/raspberry leaf/google_0048.jpg,raspberry leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/google_0460.jpg,squash leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/plum leaf/75.jpg,plum leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato bacterial leaf spot/google_0265.jpg,tomato bacterial leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/382.jpg,citrus canker,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple rust/42.jpg,apple rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn gray leaf spot/google_0133.jpg,corn gray leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn smut/google_0313.jpg,corn smut,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/plum pocket disease/7.jpg,plum pocket disease,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry leaf spot/45.jpg,cherry leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/soybean leaf/13.jpg,soybean leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cauliflower alternaria leaf spot/google_0118.jpg,cauliflower alternaria leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato leaf/77.jpg,tomato leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/maple leaf/397.jpg,maple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/banana panama disease/google_0143.jpg,banana panama disease,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/strawberry leaf/google_0276.jpg,strawberry leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn smut/google_0197.jpg,corn smut,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/peach leaf curl/google_0124.jpg,peach leaf curl,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tobacco mosaic virus/126.jpg,tobacco mosaic virus,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/eggplant leaf/google_0215.jpg,eggplant leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato early blight/google_0264.jpg,tomato early blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/ginger leaf spot/13.jpg,ginger leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/google_0312.jpg,basil leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/eggplant leaf/google_0233.jpg,eggplant leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean mosaic virus/google_0226.jpg,bean mosaic virus,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/plum leaf/144.jpg,plum leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple black rot/google_0104.jpg,apple black rot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/coffee leaf/271.jpg,coffee leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato bacterial leaf spot/google_0055.jpg,tomato bacterial leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape downy mildew/103.jpg,grape downy mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/strawberry leaf scorch/google_0109.jpg,strawberry leaf scorch,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato bacterial leaf spot/99.jpg,tomato bacterial leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/177.jpg,apple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato early blight/37.jpg,potato early blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato leaf/google_0148.jpg,potato leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/celery leaf/12.jpg,celery leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/194.jpg,apple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/259.jpg,citrus canker,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber powdery mildew/123.jpg,cucumber powdery mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn leaf/35.jpg,corn leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean rust/google_0020.jpg,bean rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cabbage alternaria leaf spot/google_0226.jpg,cabbage alternaria leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato early blight/google_0075 - Copy (3).jpg,potato early blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/103.jpg,citrus canker,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato leaf/google_0552.jpg,potato leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn northern leaf blight/google_0010.jpg,corn northern leaf blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/peach leaf/164.jpg,peach leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber leaf/151.jpg,cucumber leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/plum leaf/28.jpg,plum leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato early blight/google_0189.jpg,tomato early blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/139.jpg,basil leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/lettuce leaf/32.jpg,lettuce leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple mosaic virus/google_0134.jpg,apple mosaic virus,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/plum leaf/152.jpg,plum leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber powdery mildew/46.jpg,cucumber powdery mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/110.jpg,citrus canker,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/banana leaf/101.jpg,banana leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/zgoogle_0352.jpg,squash leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato mosaic virus/google_0018.jpg,tomato mosaic virus,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato septoria leaf spot/google_0255.jpg,tomato septoria leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tobacco leaf/9.jpg,tobacco leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato late blight/google_0105.jpg,tomato late blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/maple leaf/357.jpg,maple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber leaf/120.jpg,cucumber leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/blueberry leaf/106.jpg,blueberry leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/banana panama disease/116.jpg,banana panama disease,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cabbage leaf/131.jpg,cabbage leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice leaf/340.jpg,rice leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/lettuce leaf/google_0409.jpg,lettuce leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato late blight/google_0313 - Copy (2) - Copy.jpg,potato late blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean rust/220.jpg,bean rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple scab/google_0069.jpg,apple scab,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato early blight/google_0065.jpg,tomato early blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato early blight/google_0334.jpg,tomato early blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/broccoli leaf/google_0057.jpg,broccoli leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/lettuce downy mildew/google_0039.jpg,lettuce downy mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cabbage leaf/453.jpg,cabbage leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry leaf spot/google_0236.jpg,cherry leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato late blight/google_0113.jpg,potato late blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/celery leaf/9.jpg,celery leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber leaf/google_0068.jpg,cucumber leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn smut/47.jpg,corn smut,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/peach leaf curl/google_0078.jpg,peach leaf curl,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/blueberry leaf/154.jpg,blueberry leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/126.jpg,apple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/celery leaf/25.jpg,celery leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/lettuce leaf/8.jpg,lettuce leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/google_0207.jpg,citrus canker,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato late blight/google_0056.jpg,tomato late blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/google_0385.jpg,apple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn leaf/google_0423.jpg,corn leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato late blight/google_0220.jpg,tomato late blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/broccoli leaf/google_0138.jpg,broccoli leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape downy mildew/62.jpg,grape downy mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape leaf/google_0325.jpg,grape leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/blueberry leaf/23.jpg,blueberry leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/286 - Copy.jpg,citrus canker,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato late blight/google_0303 - Copy.jpg,potato late blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape downy mildew/187.jpg,grape downy mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato early blight/165.jpg,tomato early blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape downy mildew/218.jpg,grape downy mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato late blight/google_0039 - Copy (4).jpg,potato late blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus greening disease/google_0207.jpg,citrus greening disease,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/garlic rust/152.jpg,garlic rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice leaf/315.jpg,rice leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/383.jpg,basil leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/187.jpg,apple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple scab/google_0098.jpg,apple scab,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber bacterial wilt/8.jpg,cucumber bacterial wilt,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape downy mildew/google_0128.jpg,grape downy mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/garlic leaf blight/google_0011.jpg,garlic leaf blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/google_0152.jpg,citrus canker,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean halo blight/16.jpg,bean halo blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato early blight/251.jpg,tomato early blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/ginger leaf/google_0262.jpg,ginger leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/garlic leaf/79.jpg,garlic leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato leaf/22.jpg,potato leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/zgoogle_0015.jpg,squash leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple scab/google_0268.jpg,apple scab,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/google_0251.jpg,squash leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato bacterial leaf spot/104.jpg,tomato bacterial leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato septoria leaf spot/google_0155.jpg,tomato septoria leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash powdery mildew/106.jpg,squash powdery mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/google_0260.jpg,basil leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape leaf spot/228.jpg,grape leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/16.jpg,apple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato yellow leaf curl virus/google_0048.jpg,tomato yellow leaf curl virus,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple scab/56.jpg,apple scab,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/google_0131.jpg,citrus canker,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple rust/131.jpg,apple rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus greening disease/google_0005.jpg,citrus greening disease,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice sheath blight/148.jpg,rice sheath blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple rust/google_0196.jpg,apple rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape leaf spot/143.jpg,grape leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/maple tar spot/google_0030.jpg,maple tar spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato septoria leaf spot/google_0042.jpg,tomato septoria leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape leaf/google_0012.jpg,grape leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/ginger leaf/google_0102.jpg,ginger leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/ginger leaf/google_0286.jpg,ginger leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber powdery mildew/227.jpg,cucumber powdery mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice blast/google_0007.jpg,rice blast,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato early blight/google_0033.jpg,tomato early blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/google_0139.jpg,basil leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean halo blight/google_0045.jpg,bean halo blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/strawberry anthracnose/google_0019.jpg,strawberry anthracnose,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn smut/google_0037.jpg,corn smut,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn rust/41.jpg,corn rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato early blight/google_0013.jpg,potato early blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/93.jpg,citrus canker,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato leaf mold/google_0185.jpg,tomato leaf mold,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil downy mildew/google_0147.jpg,basil downy mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato late blight/83.jpg,tomato late blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/287.jpg,squash leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato mosaic virus/251.jpg,tomato mosaic virus,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato leaf mold/google_0123.jpg,tomato leaf mold,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato leaf/google_0478.jpg,tomato leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice sheath blight/google_0030.jpg,rice sheath blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn rust/google_0161.jpg,corn rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/garlic rust/52.jpg,garlic rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn northern leaf blight/google_0011.jpg,corn northern leaf blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/google_0095.jpg,basil leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/103.jpg,apple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cauliflower alternaria leaf spot/3.jpg,cauliflower alternaria leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato mosaic virus/google_0001.jpg,tomato mosaic virus,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato septoria leaf spot/155.jpg,tomato septoria leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/google_0202.jpg,squash leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean rust/google_0049.jpg,bean rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/14.jpg,apple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/ginger leaf/28.jpg,ginger leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/raspberry leaf/google_0118.jpg,raspberry leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/raspberry leaf/26.jpg,raspberry leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bell pepper leaf/216.jpg,bell pepper leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice sheath blight/9.jpg,rice sheath blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato mosaic virus/17.jpg,tomato mosaic virus,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean rust/20.jpg,bean rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/maple leaf/8.jpg,maple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple mosaic virus/53.jpg,apple mosaic virus,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple scab/google_0316.jpg,apple scab,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/maple leaf/google_0016.jpg,maple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato bacterial leaf spot/178.jpg,tomato bacterial leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice sheath blight/136.jpg,rice sheath blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cauliflower alternaria leaf spot/google_0014.jpg,cauliflower alternaria leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/banana leaf/google_0030.jpg,banana leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato early blight/65.jpg,potato early blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber leaf/3.jpg,cucumber leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple black rot/google_0181.jpg,apple black rot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus greening disease/12 - Copy.jpg,citrus greening disease,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean rust/15.jpg,bean rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn gray leaf spot/google_0008.jpg,corn gray leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bell pepper leaf/46.jpg,bell pepper leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape black rot/google_0233.jpg,grape black rot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato septoria leaf spot/google_0003.jpg,tomato septoria leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/175.jpg,apple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato late blight/add (5).jpg,tomato late blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/garlic leaf blight/google_0042.jpg,garlic leaf blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato leaf mold/200.jpg,tomato leaf mold,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato bacterial leaf spot/google_0004.jpg,tomato bacterial leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/peach leaf/28.jpg,peach leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/maple leaf/116.jpg,maple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/google_0173.jpg,apple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato early blight/google_0307.jpg,tomato early blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber bacterial wilt/google_0165.jpg,cucumber bacterial wilt,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn smut/3 - Copy.jpg,corn smut,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil downy mildew/google_0073.jpg,basil downy mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/z307.jpg,squash leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber bacterial wilt/278.jpg,cucumber bacterial wilt,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/lettuce mosaic virus/google_0047.jpg,lettuce mosaic virus,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber angular leaf spot/35.jpg,cucumber angular leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean leaf/google_0275.jpg,bean leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/214.jpg,basil leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato late blight/google_0022.jpg,potato late blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/raspberry leaf/14.jpg,raspberry leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/broccoli leaf/google_0335.jpg,broccoli leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/plum leaf/50.jpg,plum leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn gray leaf spot/google_0298.jpg,corn gray leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber leaf/google_0287.jpg,cucumber leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/google_0436.jpg,basil leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice blast/48.jpg,rice blast,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn gray leaf spot/google_0017.jpg,corn gray leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/broccoli leaf/363.jpg,broccoli leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/82.jpg,citrus canker,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber powdery mildew/23.jpg,cucumber powdery mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/coffee leaf rust/google_0003.jpg,coffee leaf rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/314.jpg,apple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/garlic leaf/google_0084.jpg,garlic leaf,train
